chr,start,end,id,gene_id,strand
10,119178811,119178812,P30048,ENSG00000165672,-
15,40764067,40764068,P30047,ENSG00000137880,+
22,23974440,23974441,P30046,ENSG00000099977,-
11,64318120,64318121,P30044,ENSG00000126432,+
19,40465744,40465745,P30043,ENSG00000090013,-
1,173477334,173477335,P30041,ENSG00000117592,+
12,112013347,112013348,P30040,ENSG00000089248,+
10,68333048,68333049,P30039,ENSG00000108187,-
1,18902554,18902555,P30038,ENSG00000159423,-
19,3094361,3094362,P29992,ENSG00000088256,+
4,48016680,48016681,P29973,ENSG00000198515,-
7,30911852,30911853,P29972,ENSG00000240583,+
6,113857344,113857345,P29966,ENSG00000277443,+
X,136648157,136648158,P29965,ENSG00000102245,+
4,95840092,95840093,P29803,ENSG00000163114,+
15,78340352,78340353,P29762,ENSG00000166426,+
12,112978394,112978395,P29728,ENSG00000111335,+
8,143587563,143587564,P29692,ENSG00000104529,-
14,94561441,94561442,P29622,ENSG00000100665,+
19,10380571,10380572,P29597,ENSG00000105397,-
15,73994672,73994673,P29590,ENSG00000140464,+
2,160493806,160493807,P29558,ENSG00000153250,-
1,201946547,201946548,P29536,ENSG00000163431,-
18,63661892,63661893,P29508,ENSG00000057149,-
12,117361801,117361802,P29475,ENSG00000089250,-
7,150991016,150991017,P29474,ENSG00000164867,+
11,105035249,105035250,P29466,ENSG00000137752,-
5,159330486,159330487,P29460,ENSG00000113302,-
3,159988834,159988835,P29459,ENSG00000168811,+
3,53256021,53256022,P29401,ENSG00000163931,-
X,108439837,108439838,P29400,ENSG00000188153,+
X,16650157,16650158,P29377,ENSG00000169906,+
15,41513886,41513887,P29376,ENSG00000062524,-
12,389319,389320,P29375,ENSG00000073614,-
14,58298503,58298504,P29374,ENSG00000032219,+
1,156705815,156705816,P29373,ENSG00000143320,-
16,77018,77019,P29372,ENSG00000103152,+
4,103719984,103719985,P29371,ENSG00000169836,-
1,154974375,154974376,P29353,ENSG00000160691,-
12,6946576,6946577,P29350,ENSG00000111679,+
1,22710838,22710839,P29323,ENSG00000133216,+
1,22563488,22563489,P29322,ENSG00000070886,+
3,89107620,89107621,P29320,ENSG00000044524,+
1,16156068,16156069,P29317,ENSG00000142627,-
6,131951371,131951372,P29279,ENSG00000118523,-
17,15945129,15945130,P29275,ENSG00000170425,+
22,24423596,24423597,P29274,ENSG00000128271,+
8,81686324,81686325,P29218,ENSG00000133731,-
13,102597002,102597003,P29144,ENSG00000134900,+
15,101489743,101489744,P29122,ENSG00000140479,-
5,96433247,96433248,P29120,ENSG00000175426,-
8,30658235,30658236,P29084,ENSG00000197265,-
3,120742743,120742744,P29083,ENSG00000153767,+
2,119759921,119759922,P29074,ENSG00000088179,+
1,153567889,153567890,P29034,ENSG00000196754,-
13,20192937,20192938,P29033,ENSG00000165474,-
1,158289922,158289923,P29017,ENSG00000158481,+
1,158331530,158331531,P29016,ENSG00000158485,-
1,12063302,12063303,P28908,ENSG00000120949,+
4,15778274,15778275,P28907,ENSG00000004468,+
1,207911401,207911402,P28906,ENSG00000174059,-
1,209686179,209686180,P28845,ENSG00000117594,+
4,17577197,17577198,P28838,ENSG00000002549,+
18,7566781,7566782,P28827,ENSG00000173482,+
17,44345301,44345302,P28799,ENSG00000030582,+
20,37095996,37095997,P28749,ENSG00000080839,-
13,102846031,102846032,P28715,ENSG00000134899,+
6,33200613,33200614,P28702,ENSG00000204231,-
19,58573574,58573575,P28698,ENSG00000099326,-
2,162344131,162344132,P28676,ENSG00000115271,+
6,86937527,86937528,P28566,ENSG00000168830,+
5,172771194,172771195,P28562,ENSG00000120129,-
22,21867679,21867680,P28482,ENSG00000100030,-
6,89315298,89315299,P28476,ENSG00000111886,-
15,26773762,26773763,P28472,ENSG00000166206,-
X,129523499,129523500,P28370,ENSG00000102038,-
4,4859664,4859665,P28360,ENSG00000163132,+
2,176116777,176116778,P28358,ENSG00000128710,+
2,176122718,176122719,P28356,ENSG00000128709,+
11,12674420,12674421,P28347,ENSG00000187079,+
19,50384322,50384323,P28340,ENSG00000062822,+
6,142147121,142147122,P28336,ENSG00000135577,-
X,114584077,114584078,P28335,ENSG00000147246,+
4,99219536,99219537,P28332,ENSG00000172955,-
2,206159193,206159194,P28331,ENSG00000023228,-
2,210225446,210225447,P28330,ENSG00000115361,-
10,49609094,49609095,P28329,ENSG00000070748,+
8,77000946,77000947,P28328,ENSG00000164751,-
20,23879747,23879748,P28325,ENSG00000170367,-
1,205632010,205632011,P28324,ENSG00000158711,-
5,122078258,122078259,P28300,ENSG00000113083,-
2,181891729,181891730,P28290,ENSG00000138434,+
9,97501179,97501180,P28289,ENSG00000136842,+
1,94418388,94418389,P28288,ENSG00000117528,+
13,46897052,46897053,P28223,ENSG00000102468,-
6,77463490,77463491,P28222,ENSG00000135312,-
1,23217501,23217502,P28221,ENSG00000179546,-
1,109668021,109668022,P28161,ENSG00000213366,+
14,23035229,23035230,P28074,ENSG00000100804,-
17,4796163,4796164,P28072,ENSG00000142507,+
1,151399572,151399573,P28070,ENSG00000159377,+
3,87276583,87276584,P28069,ENSG00000064835,-
6,32941027,32941028,P28068,ENSG00000242574,-
6,32953096,32953097,P28067,ENSG00000204257,-
1,109426447,109426448,P28066,ENSG00000143106,-
6,32854191,32854192,P28065,ENSG00000240065,+
6,32844046,32844047,P28062,ENSG00000204264,-
7,36724548,36724549,P28039,ENSG00000136250,-
1,226739322,226739323,P27987,ENSG00000143772,-
5,68215740,68215741,P27986,ENSG00000145675,+
2,101991959,101991960,P27930,ENSG00000115590,+
X,47630304,47630305,P27918,ENSG00000126759,-
5,179678627,179678628,P27824,ENSG00000127022,+
3,48089271,48089272,P27816,ENSG00000047849,-
19,10416772,10416773,P27815,ENSG00000065989,+
19,12938608,12938609,P27797,ENSG00000179218,+
2,27217368,27217369,P27708,ENSG00000084774,+
4,70993648,70993649,P27707,ENSG00000156136,+
11,44565600,44565601,P27701,ENSG00000085117,+
14,20455190,20455191,P27695,ENSG00000100823,+
17,1830004,1830005,P27694,ENSG00000132383,+
3,99638474,99638475,P27658,ENSG00000144810,+
X,154398371,154398372,P27635,ENSG00000147403,+
19,18896157,18896158,P27544,ENSG00000223802,-
1,150876707,150876708,P27540,ENSG00000143437,-
19,18896157,18896158,P27539,ENSG00000130283,-
2,162074214,162074215,P27487,ENSG00000197635,-
10,5524960,5524961,P27482,ENSG00000178363,+
1,209675411,209675412,P27469,ENSG00000123689,+
16,2513951,2513952,P27449,ENSG00000185883,+
14,103385391,103385392,P27448,ENSG00000075413,+
16,30123308,30123309,P27361,ENSG00000102882,-
11,59845498,59845499,P27352,ENSG00000134812,-
2,9630996,9630997,P27348,ENSG00000134308,-
X,43882449,43882450,P27338,ENSG00000069535,-
8,123737401,123737402,P27216,ENSG00000104537,-
7,95324531,95324532,P27169,ENSG00000005421,-
1,65147548,65147549,P27144,ENSG00000162433,+
9,121370252,121370253,P27105,ENSG00000148175,-
2,147844516,147844517,P27037,ENSG00000121989,+
22,25199857,25199858,P26998,ENSG00000100053,+
9,34590139,34590140,P26992,ENSG00000122756,-
X,1336615,1336616,P26951,ENSG00000185291,+
3,49689473,49689474,P26927,ENSG00000173531,-
11,64241094,64241095,P26885,ENSG00000173486,+
12,6444954,6444955,P26842,ENSG00000139193,+
12,10390040,10390041,P26718,ENSG00000213809,-
12,10436009,10436010,P26717,ENSG00000205809,-
12,10454615,10454616,P26715,ENSG00000134545,-
6,118548295,118548296,P26678,ENSG00000198523,+
19,39406846,39406847,P26651,ENSG00000128016,+
11,62573890,62573891,P26641,ENSG00000254772,-
6,31795751,31795752,P26640,ENSG00000204394,-
5,33440695,33440696,P26639,ENSG00000113407,+
19,797424,797425,P26599,ENSG00000011304,+
4,173334390,173334391,P26583,ENSG00000164104,-
5,180815540,180815541,P26572,ENSG00000131446,-
1,153550135,153550136,P26447,ENSG00000196154,-
11,58622664,58622665,P26441,ENSG00000242689,+
15,40405484,40405485,P26440,ENSG00000128928,+
1,119414930,119414931,P26439,ENSG00000203859,+
11,125680873,125680874,P26436,ENSG00000134940,-
1,50048013,50048014,P26378,ENSG00000162374,+
1,241640368,241640369,P26374,ENSG00000203668,-
16,89560680,89560681,P26373,ENSG00000167526,+
11,71548419,71548420,P26371,ENSG00000254997,+
19,55654145,55654146,P26368,ENSG00000063244,+
11,31817960,31817961,P26367,ENSG00000007372,-
19,10195134,10195135,P26358,ENSG00000130816,-
2,79185230,79185231,P26232,ENSG00000066032,+
11,118791163,118791164,P26196,ENSG00000110367,-
9,109498306,109498307,P26045,ENSG00000070159,-
X,65667653,65667654,P26038,ENSG00000147065,+
3,157436849,157436850,P26022,ENSG00000163661,+
7,20330701,20330702,P26012,ENSG00000105855,+
12,53207281,53207282,P26010,ENSG00000139626,-
17,50056109,50056110,P26006,ENSG00000005884,+
14,35404748,35404749,P25963,ENSG00000100906,-
20,46118313,46118314,P25942,ENSG00000101017,+
19,10010503,10010504,P25940,ENSG00000080573,-
4,163332595,163332596,P25929,ENSG00000164128,-
4,140568960,140568961,P25874,ENSG00000109424,-
4,6693877,6693878,P25815,ENSG00000163993,+
11,8268715,8268716,P25800,ENSG00000166407,-
11,33892075,33892076,P25791,ENSG00000135363,-
15,78540420,78540421,P25789,ENSG00000041357,+
14,58244842,58244843,P25788,ENSG00000100567,+
7,42932173,42932174,P25787,ENSG00000106588,-
11,14643616,14643617,P25786,ENSG00000129084,-
1,150765956,150765957,P25774,ENSG00000163131,-
16,56589527,56589528,P25713,ENSG00000087250,+
18,46104232,46104233,P25705,ENSG00000152234,-
2,219279343,219279344,P25686,ENSG00000135924,+
19,14560261,14560262,P25685,ENSG00000132002,-
14,100239143,100239144,P25490,ENSG00000100811,+
10,88990558,88990559,P25445,ENSG00000026103,+
6,32968593,32968594,P25440,ENSG00000204256,+
6,132814568,132814569,P25398,ENSG00000112306,+
18,7117796,7117797,P25391,ENSG00000101680,-
22,37019634,37019635,P25325,ENSG00000128309,+
7,99976030,99976031,P25311,ENSG00000160862,-
12,104138209,104138210,P25208,ENSG00000120837,-
6,52284880,52284881,P25205,ENSG00000112118,-
1,161309967,161309968,P25189,ENSG00000158887,-
5,76716125,76716126,P25116,ENSG00000181104,+
2,236569824,236569825,P25106,ENSG00000144476,+
1,28193935,28193936,P25105,ENSG00000169403,-
2,75199519,75199520,P25103,ENSG00000115353,-
4,147480916,147480917,P25101,ENSG00000151617,+
20,4249286,4249287,P25100,ENSG00000171873,-
11,67266472,67266473,P25098,ENSG00000173020,+
12,14696598,14696599,P25092,ENSG00000070019,-
19,51761179,51761180,P25090,ENSG00000171049,+
19,51795156,51795157,P25089,ENSG00000187474,+
1,36125221,36125222,P25067,ENSG00000171812,-
6,106975626,106975627,P25063,ENSG00000272398,-
5,112737884,112737885,P25054,ENSG00000134982,+
2,218126027,218126028,P25025,ENSG00000180871,+
2,218166961,218166962,P25024,ENSG00000163464,-
5,175658029,175658030,P25021,ENSG00000113749,+
12,55966829,55966830,P24941,ENSG00000123374,+
17,7484365,7484366,P24928,ENSG00000181222,+
19,41114431,41114432,P24903,ENSG00000197446,+
19,29811990,29811991,P24864,ENSG00000105173,+
6,99568824,99568825,P24863,ENSG00000112237,-
16,3642937,3642938,P24855,ENSG00000213918,+
20,36541496,36541497,P24844,ENSG00000101335,+
9,115118156,115118157,P24821,ENSG00000041982,-
11,108121566,108121567,P24752,ENSG00000075239,+
14,61321578,61321579,P24723,ENSG00000027075,+
2,264899,264900,P24666,ENSG00000143727,+
2,216695548,216695549,P24593,ENSG00000115461,-
12,53097666,53097667,P24592,ENSG00000167779,+
14,64465498,64465499,P24588,ENSG00000179841,+
7,139778247,139778248,P24557,ENSG00000059377,+
1,111449463,111449464,P24539,ENSG00000116459,+
2,206159584,206159585,P24534,ENSG00000114942,+
13,77975528,77975529,P24530,ENSG00000136160,-
1,67685200,67685201,P24522,ENSG00000116717,+
15,96325937,96325938,P24468,ENSG00000185551,+
7,99735195,99735196,P24462,ENSG00000160870,-
16,27313925,27313926,P24394,ENSG00000077238,+
19,48391550,48391551,P24390,ENSG00000105438,-
5,76953044,76953045,P24387,ENSG00000145708,+
X,86047557,86047558,P24386,ENSG00000188419,-
11,69641155,69641156,P24385,ENSG00000110092,+
22,23772848,23772849,P24347,ENSG00000099953,+
X,77899467,77899468,P24311,ENSG00000131174,+
19,36152446,36152447,P24310,ENSG00000161281,-
8,144502972,144502973,P24298,ENSG00000167701,+
14,64504583,64504584,P24278,ENSG00000089775,-
19,840998,840999,P24158,ENSG00000196415,+
19,54874234,54874235,P24071,ENSG00000186431,+
6,89231277,89231278,P24046,ENSG00000146276,-
6,128883137,128883138,P24043,ENSG00000196569,+
16,3065296,3065297,P24001,ENSG00000008517,+
16,55655987,55655988,P23975,ENSG00000103546,+
14,24508264,24508265,P23946,ENSG00000092009,-
2,49154480,49154481,P23945,ENSG00000170820,-
6,42722596,42722597,P23942,ENSG00000112619,-
11,4094798,4094799,P23921,ENSG00000167325,+
2,241686814,241686815,P23919,ENSG00000168393,-
1,53196823,53196824,P23786,ENSG00000157184,+
10,8054687,8054688,P23771,ENSG00000107485,+
3,128493200,128493201,P23769,ENSG00000179348,-
12,6470676,6470677,P23763,ENSG00000139190,-
2,222298997,222298998,P23760,ENSG00000135903,-
1,18630845,18630846,P23759,ENSG00000009709,+
12,55931161,55931162,P23743,ENSG00000065357,+
15,41493873,41493874,P23677,ENSG00000137825,+
1,203626831,203626832,P23634,ENSG00000058668,+
X,154886354,154886355,P23610,ENSG00000288722,+
12,53006455,53006456,P23588,ENSG00000063046,+
2,231926395,231926396,P23582,ENSG00000163273,-
11,27722057,27722058,P23560,ENSG00000176697,-
11,65859414,65859415,P23528,ENSG00000172757,-
6,27893424,27893425,P23527,ENSG00000274641,+
20,34311801,34311802,P23526,ENSG00000101444,-
17,31297238,31297239,P23515,ENSG00000126861,-
6,41072973,41072974,P23511,ENSG00000001167,+
1,173207330,173207331,P23510,ENSG00000117586,-
5,113488452,113488453,P23508,ENSG00000171444,-
2,230415941,230415942,P23497,ENSG00000067066,+
1,153259686,153259687,P23490,ENSG00000203782,+
7,121873160,121873161,P23471,ENSG00000106278,+
3,61561570,61561571,P23470,ENSG00000144724,+
10,127907102,127907103,P23469,ENSG00000132334,+
9,10613001,10613002,P23468,ENSG00000153707,-
12,70637428,70637429,P23467,ENSG00000127329,-
1,65067753,65067754,P23458,ENSG00000162434,-
17,59893045,59893046,P23443,ENSG00000108443,+
16,49281837,49281838,P23435,ENSG00000102924,-
16,81096394,81096395,P23434,ENSG00000140905,-
X,14529297,14529298,P23416,ENSG00000101958,+
5,151924850,151924851,P23415,ENSG00000145888,-
12,80707633,80707634,P23409,ENSG00000111046,+
11,75399517,75399518,P23396,ENSG00000149273,+
14,100376804,100376805,P23381,ENSG00000140105,-
9,6645728,6645729,P23378,ENSG00000178445,-
18,50879117,50879118,P23368,ENSG00000082212,+
X,8732136,8732137,P23352,ENSG00000011201,-
19,49155395,49155396,P23327,ENSG00000130528,-
1,153628433,153628434,P23297,ENSG00000160678,+
15,64163021,64163022,P23284,ENSG00000166794,-
1,8945867,8945868,P23280,ENSG00000131686,+
7,142962362,142962363,P23276,ENSG00000197993,-
17,42609682,42609683,P23258,ENSG00000131462,+
1,35193144,35193145,P23246,ENSG00000116560,-
2,172427417,172427418,P23229,ENSG00000091409,+
9,122370541,122370542,P23219,ENSG00000095303,+
8,54022447,54022448,P23193,ENSG00000187735,-
22,45502882,45502883,P23142,ENSG00000077942,+
16,55833095,55833096,P23141,ENSG00000198848,-
1,114695617,114695618,P23109,ENSG00000116748,-
14,105987082,105987083,P23083,ENSG00000211934,-
9,97697339,97697340,P23025,ENSG00000136936,-
3,186546701,186546702,P22914,ENSG00000213139,-
10,17809347,17809348,P22897,ENSG00000260314,+
11,102724953,102724954,P22894,ENSG00000118113,-
13,113158647,113158648,P22891,ENSG00000126231,+
2,48755723,48755724,P22888,ENSG00000138039,-
18,57586701,57586702,P22830,ENSG00000066926,-
17,31321748,31321749,P22794,ENSG00000126860,-
3,194351327,194351328,P22792,ENSG00000178772,-
3,151814115,151814116,P22760,ENSG00000114771,+
2,85694357,85694358,P22749,ENSG00000115523,+
17,60149941,60149942,P22748,ENSG00000167434,+
12,52022831,52022832,P22736,ENSG00000123358,+
14,24263176,24263177,P22735,ENSG00000092295,-
1,9069634,9069635,P22732,ENSG00000142583,-
16,21953360,21953361,P22695,ENSG00000140740,+
1,84078061,84078062,P22694,ENSG00000142875,+
17,40443449,40443450,P22692,ENSG00000141753,+
11,119206338,119206339,P22681,ENSG00000110395,+
8,58500162,58500163,P22680,ENSG00000167910,-
16,71358722,71358723,P22676,ENSG00000172137,+
5,55233607,55233608,P22674,ENSG00000152669,-
19,14006319,14006320,P22670,ENSG00000132005,-
7,26201480,26201481,P22626,ENSG00000122566,-
9,69014112,69014113,P22612,ENSG00000165059,-
4,1793292,1793293,P22607,ENSG00000068078,+
17,74872973,74872974,P22570,ENSG00000161513,-
X,55030976,55030977,P22557,ENSG00000158578,-
1,153041930,153041931,P22532,ENSG00000163216,-
1,153106183,153106184,P22531,ENSG00000203785,-
1,153031202,153031203,P22528,ENSG00000169469,+
6,26108134,26108135,P22492,ENSG00000187475,-
11,68684543,68684544,P22466,ENSG00000069482,+
12,5043878,5043879,P22460,ENSG00000130037,+
11,30017029,30017030,P22459,ENSG00000182255,-
5,177086913,177086914,P22455,ENSG00000160867,+
1,161045976,161045977,P22415,ENSG00000158773,-
6,131808019,131808020,P22413,ENSG00000197594,+
17,51165434,51165435,P22392,ENSG00000243678,+
17,34363232,34363233,P22362,ENSG00000108702,-
5,151020590,151020591,P22352,ENSG00000211445,+
X,47190860,47190861,P22314,ENSG00000130985,+
2,233718735,233718736,P22310,ENSG00000244474,+
2,233760269,233760270,P22309,ENSG00000241635,+
1,52927275,52927276,P22307,ENSG00000116171,+
X,149505346,149505347,P22304,ENSG00000010404,-
7,100896128,100896129,P22303,ENSG00000087085,-
1,206772493,206772494,P22301,ENSG00000136634,-
4,56435748,56435749,P22234,ENSG00000128050,+
16,68644992,68644993,P22223,ENSG00000062038,+
6,32046127,32046128,P22105,ENSG00000168477,-
21,33542113,33542114,P22102,ENSG00000159131,-
Y,2841601,2841602,P22090,ENSG00000129824,+
19,39846378,39846379,P22087,ENSG00000105202,-
11,94543920,94543921,P22083,ENSG00000196371,+
17,58218547,58218548,P22079,ENSG00000167419,+
6,149749443,149749444,P22061,ENSG00000120265,+
11,59615773,59615774,P22059,ENSG00000110048,-
6,49463252,49463253,P22033,ENSG00000146085,-
6,7726098,7726099,P22004,ENSG00000153162,+
6,55875589,55875590,P22003,ENSG00000112175,-
1,110674939,110674940,P22001,ENSG00000177272,-
20,38165269,38165270,P21980,ENSG00000198959,-
22,19941370,19941371,P21964,ENSG00000093010,+
6,80106646,80106647,P21953,ENSG00000083123,+
1,30723584,30723585,P21941,ENSG00000162510,-
12,6199714,6199715,P21926,ENSG00000010278,+
4,9781633,9781634,P21918,ENSG00000169676,+
11,637268,637269,P21917,ENSG00000069696,+
1,17054031,17054032,P21912,ENSG00000117118,-
12,56079873,56079874,P21860,ENSG00000065361,+
9,35618412,35618413,P21854,ENSG00000137101,-
19,38433690,38433691,P21817,ENSG00000196218,+
4,87799553,87799554,P21815,ENSG00000029559,+
X,153494979,153494980,P21810,ENSG00000182492,+
10,121598457,121598458,P21802,ENSG00000066468,-
5,134004974,134004975,P21796,ENSG00000213585,-
15,49423236,49423237,P21781,ENSG00000140285,+
8,16192790,16192791,P21757,ENSG00000038945,-
7,76397517,76397518,P21754,ENSG00000188372,+
11,46380755,46380756,P21741,ENSG00000110492,+
19,3606874,3606875,P21731,ENSG00000006638,-
19,47309860,47309861,P21730,ENSG00000197405,+
5,175444181,175444182,P21728,ENSG00000184845,-
7,143408855,143408856,P21709,ENSG00000146904,-
12,50104007,50104008,P21695,ENSG00000167588,+
X,71366263,71366264,P21675,ENSG00000147133,+
X,23783172,23783173,P21673,ENSG00000130066,+
6,85449583,85449584,P21589,ENSG00000135318,+
12,88580850,88580851,P21583,ENSG00000049130,-
6,137867213,137867214,P21580,ENSG00000118503,+
12,78863992,78863993,P21579,ENSG00000067715,+
6,88166346,88166347,P21554,ENSG00000118432,-
2,240868823,240868824,P21549,ENSG00000172482,+
12,133130626,133130627,P21506,ENSG00000256223,+
19,51804114,51804115,P21462,ENSG00000171051,-
1,101237018,101237019,P21453,ENSG00000170989,+
10,69416917,69416918,P21452,ENSG00000075073,-
7,87475847,87475848,P21439,ENSG00000005471,-
9,32384602,32384603,P21399,ENSG00000122729,+
X,43654906,43654907,P21397,ENSG00000189221,+
17,31094926,31094927,P21359,ENSG00000196712,+
X,154374633,154374634,P21333,ENSG00000196924,-
1,201509455,201509456,P21291,ENSG00000159176,-
8,103021062,103021063,P21283,ENSG00000155097,+
8,20197380,20197381,P21281,ENSG00000147416,+
1,109741037,109741038,P21266,ENSG00000134202,-
7,137343732,137343733,P21246,ENSG00000105894,-
